yr_cleaned,start,era,era_cleaned,sub_era,sub-sub-era,event_cleaned,source_text,sub-key,type,y-key,pivot,source_cleaned
28 BBY,-28,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),"Groundquakes at Bromlarch; Senator Padmé Amidala proposes the Mid Rim Cooperation Motion in hopes of aiding the populace of Bromlarch, where she is assisted by fellow senator Rush Clovis."," Prime Minister Almec in the Encyclopedia (content now obsolete; backup link), 4,000 years before the Starkiller Incident equates to around 3966 BBY, since the Incident is dated to 34 ABY by Star Wars: Galactic Atlas., Obi-Wan and Anakin 1",2,Canon,13,0,Other
28 BBY,-28,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),"During Réillata's coronation, the new monarch requests that Padmé Amidala take Oshadam's place as senator of the Chommell sector. Amidala accepts and begins leading the Naboo delegation in the Galactic Senate."," Prime Minister Almec in the Encyclopedia (content now obsolete; backup link), Obi-Wan and Anakin 1",1,Canon,14,0,Other
27 BBY,-27,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Sepan Civil War begins.,,4,Legends,1,1,Other
27 BBY,-27,The Great Peace of the Republic,The Great Peace of the Republic,0,,"The Outbound Flight Project departs from Yaga Minor, but is destroyed shortly after by Mitth'raw'nuruodo.",Outbound Flight,3,Legends,2,1,Other
27 BBY,-27,The Great Peace of the Republic,The Great Peace of the Republic,0,,Reija Momen becomes administrator of the Intergalactic Communications Center.,,2,Legends,3,1,Other
27 BBY,-27,The Great Peace of the Republic,The Great Peace of the Republic,0,,Firmus Piett is born on Axxila.,,1,Legends,4,1,Other
27 BBY,-27,The Great Peace of the Republic,The Great Peace of the Republic,0,,Master Yarael Poof is slain by Ashaar Khorda while protecting Coruscant from the Infant of Shaa.,,0,Legends,5,1,Other
27 BBY,-27,The Great Peace of the Republic,The Great Peace of the Republic,0,,Radnor is struck by a bioplague; the nearby Avoni attempt to conquer it.,,5,Legends,6,1,Other
27 BBY,-27,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Enric Pryde is born on Alsakan.," Star Wars: The Clone Wars – ""The Zillo Beast"", Vader Immortal: A Star Wars VR Series – Episode I",2,Canon,7,1,TCW
27 BBY,-27,The Great Peace of the Republic,The Great Peace of the Republic,0,,Mon Mothma is elected Senator of Chandrila.,,7,Legends,8,1,Other
27 BBY,-27,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),The Zillo Beasts are believed to be extinct.,Star Wars: Geektionary: The Galaxy from A - Z,0,Canon,9,1,Other
27 BBY,-27,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Enfys Nest is born., Queen Neeyutnee in the Databank (backup link),1,Canon,10,1,Other
27 BBY,-27,The Great Peace of the Republic,The Great Peace of the Republic,0,,Cliegg Lars marries Shmi Skywalker.,,6,Legends,11,1,Other
26 BBY,-26,The Great Peace of the Republic,The Great Peace of the Republic,0,,Yeorg Captison is elected to the Bakuran Senate.,,0,Legends,1,0,Other
26 BBY,-26,The Great Peace of the Republic,The Great Peace of the Republic,0,,Maxo Vista wins the Galactic Games.,,1,Legends,2,0,Other
26 BBY,-26,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Cassian Jeron Andor is born on Fest.,Last Shot,2,Canon,3,0,Other
26 BBY,-26,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Pitina Mar-Mas Voor is married off by her family to a male senator.,"The novel Tarkin establishes that Wilhuff Tarkin was eighteen years old when Q'anah died in the Greater Seswenna raids, and 64 years old at the time of his own death at the Battle of Yavin. This can therefore be used to establish a 46 year gap between the two deaths, placing the novel's events at 46 BBY.",1,Canon,4,0,Other
26 BBY,-26,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),The individual who came to be known as TK-462 is born on Eriadu. (Approximate date)," ""Innocents of Ryloth"" Episode Guide - The Clone Wars on StarWars.com (backup link) establishes that Numa was five years old by the time of the Battle of Ryloth. As Star Wars: Galactic Atlas places the Battle of Ryloth to 21 BBY, Numa must have been born in 26 BBY.",4,Canon,5,0,TCW
26 BBY,-26,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Numa is born on Ryloth.,"Solo: A Star Wars Story: Expanded Edition, Star Wars: The Rise of Skywalker: The Visual Dictionary gives Enric Pryde's age as sixty-two years during the events of Star Wars: Episode IX The Rise of Skywalker, which is set one year after the Starkiller Incident. Since the Incident is dated to 34 ABY by Star Wars: Galactic Atlas, it could be calculated that Pryde was born in 27 BBY.",3,Canon,6,0,ST
26 BBY,-26,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Lyra meets Galen Erso on Espinar.,Last Shot,0,Canon,7,0,Other
25 BBY,-25,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Alderaanian scouts find the planet Isis, but keep it a secret.",,0,Legends,1,1,Other
25 BBY,-25,The Great Peace of the Republic,The Great Peace of the Republic,0,,Omwat is rediscovered by Wilhuff Tarkin.,,1,Legends,2,1,Other
25 BBY,-25,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Yuuzhan Vong establish an advance base on the planet Bimmiel.,,3,Legends,3,1,Other
25 BBY,-25,The Great Peace of the Republic,The Great Peace of the Republic,0,,Stevan Makintay is born on Hargeeva.,,2,Legends,4,1,Other
25 BBY,-25,The Great Peace of the Republic,The Great Peace of the Republic,0,,Yaddle sacrifices herself to save the people of Mawan by using the Force to absorb a deadly chemical weapon.,,5,Legends,5,1,Other
25 BBY,-25,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Shaak Ti joins the Jedi Council, replacing Yaddle.",,6,Legends,6,1,Other
25 BBY,-25,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Bodhi Rook is born.," ""The Lost Stories, Part 1""—Star Wars Adventures 30",0,Canon,7,1,Other
25 BBY,-25,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Yendor is born, Numa in the Encyclopedia (content now obsolete; backup link),1,Canon,8,1,Other
25 BBY,-25,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Wedding of Lyra and Galen Erso,Last Shot,2,Canon,9,1,Other
25 BBY,-25,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Jedi begin a campaign against the Pirates of Iridium.,,4,Legends,10,1,Other
24 BBY,-24,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),"Count Dooku delivers the Raxus Address, the Confederacy of Independent Systems is founded.      A Separatist propaganda piece, complete with a Separatist hex icon above the Republic Senate Building",Guardians of the Whills,0,Canon,1,0,Other
24 BBY,-24,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Separatist Crisis. Thousands of star systems leave the Republic and joins the Confederacy.,"Last Shot, According to Tarkin, the Galactic Senate was founded during or after the Jedi-Sith War, which was waged around 1000 years prior to the formation of the Galactic Empire, per Star Wars Propaganda: A History of Persuasive Art in the Galaxy, and Collapse of the Republic establishes the Senate's founding to thousands of years prior to the Clone Wars, which began in 22 BBY per Star Wars: Galactic Atlas. Thus, the Galactic Senate was founded by circa 1019 BBY.",1,Canon,2,0,Other
24 BBY,-24,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),The Separatist Senate is founded.,Last Shot,2,Canon,3,0,Other
24 BBY,-24,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),The Galactic Senate debates the Military Creation Act to determine whether the Galactic Republic should raise an army.,"According to Tarkin, the Galactic Senate was founded during or after the Jedi-Sith War, which was waged around 1000 years prior to the formation of the Galactic Empire, per Star Wars Propaganda: A History of Persuasive Art in the Galaxy, and Collapse of the Republic establishes the Senate's founding to thousands of years prior to the Clone Wars, which began in 22 BBY per Star Wars: Galactic Atlas. Thus, the Galactic Senate was founded by circa 1019 BBY.",3,Canon,4,0,Other
24 BBY,-24,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Chelli Lona Aphra is born.,"As stated in TK-462, the eponymous protagonist was twelve years of age in the year Wilhuff Tarkin was promoted to Grand Moff. According to the novel Tarkin, this occurred 14 years before the Battle of Yavin. Thus, the birth of TK-462 must have occurred around 26 years before the battle, which, per the calendar system of used in Star Wars: Galactic Atlas, is circa 26 BBY.",4,Canon,5,0,Other
24 BBY,-24,The Great Peace of the Republic,The Great Peace of the Republic,0,,Ferus Olin resigns from the Jedi Order. He eventually ends up living on the world of Bellassa where he starts a good friendship with Roan Lands.,,5,Legends,6,0,Other
24 BBY,-24,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Amidala, after serving two terms as Queen, is appointed by her successor Jamillia to be Naboo's Senator.",,0,Legends,7,0,Other
24 BBY,-24,The Great Peace of the Republic,The Great Peace of the Republic,0,,Jan Ors is born on Alderaan.(Approximate date),,7,Legends,8,0,Other
24 BBY,-24,The Great Peace of the Republic,The Great Peace of the Republic,0,,Ister Paddie assumes Lanus Wrede's former seat in the Galactic Senate.,,10,Legends,9,0,Other
24 BBY,-24,The Great Peace of the Republic,The Great Peace of the Republic,0,,Biggs Darklighter is born on Tatooine. (Approximate date),,6,Legends,10,0,Other
24 BBY,-24,The Great Peace of the Republic,The Great Peace of the Republic,0,,"The Confederacy of Independent Systems is officially formed by Count Dooku on Raxus Prime. Shortly afterwards, thousands of planets leave the Republic and align themselves with the CIS, thus beginning the Separatist Crisis.",,4,Legends,11,0,Other
24 BBY,-24,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Granta Omega plots two assassination attempts on Palpatine and though they are averted by the Jedi, 21 Senators are killed.",,3,Legends,12,0,Other
24 BBY,-24,The Great Peace of the Republic,The Great Peace of the Republic,0,,"In response to the growing threat of the CIS, the Military Creation Act, a bill proposing the reformation of the Republc's armed forces, is brought to the Galactic Senate floor for the first time.",,2,Legends,13,0,Other
24 BBY,-24,The Great Peace of the Republic,The Great Peace of the Republic,0,,Palpatine reaches the end of his second term as Supreme Chancellor; the passage of the Emergency Powers Act allows him to stay in office until the Separatist Crisis is dealt with.,,1,Legends,14,0,Other
24 BBY,-24,The Great Peace of the Republic,The Great Peace of the Republic,0,,The Commerce Guild takes control of Korriban.,,9,Legends,15,0,Other
24 BBY,-24,The Great Peace of the Republic,The Great Peace of the Republic,0,,Start of the Virgillian Civil War.,,8,Legends,16,0,Other
23 BBY,-23,Republic Era (c. 1000–19 BBY),Republic Era,Fall of the Republic (32–19 BBY),Prelude to galactic war (32–22 BBY),Dalven Kyrell is born on Jelucan.,Bloodline,0,Canon,1,1,Other
23 BBY,-23,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Obi-Wan Kenobi, Anakin Skywalker, and Bultar Swan foil a plot by Groodo the Hutt to destroy the Fondor Shipyards.",,3,Legends,2,1,Other
23 BBY,-23,The Great Peace of the Republic,The Great Peace of the Republic,0,,Judder Page is born on Corulag.,,2,Legends,3,1,Other
23 BBY,-23,The Great Peace of the Republic,The Great Peace of the Republic,0,,Kyle Katarn is born on Sulon.,,1,Legends,4,1,Other
23 BBY,-23,The Great Peace of the Republic,The Great Peace of the Republic,0,,Ludi Billane is born on Ord Thoden.,,0,Legends,5,1,Other
22 BBY,-22,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Two years after it was first introduced, the Senate convenes to vote on the Military Creation Act. However, the vote on the bill is delayed after two failed assassination attempts on Senator Padmé Amidala.",,9,Legends,1,0,Other
22 BBY,-22,The Great Peace of the Republic,The Great Peace of the Republic,0,,Roganda Ismaren is born. (Approximate date),,10,Legends,2,0,Other
22 BBY,-22,The Great Peace of the Republic,The Great Peace of the Republic,0,,Neeyutnee is elected Queen of Naboo.,,11,Legends,3,0,Other
22 BBY,-22,The Great Peace of the Republic,The Great Peace of the Republic,0,,"Anakin learns from Cleigg that his mother, Shmi, had been kidnapped by a band of Tusken Raiders a month previously. Anakin desperately goes looking for her and eventually finds her in a small Tusken encampment. Unfortunately, Shmi's wounds are too severe, and only moments after Anakin rescues her, she dies in her son's arms. Anakin is overcome with grief and anger and, in a blind fury, massacres the entire encampment.",,12,Legends,4,0,Other
