time,yr_cleaned,event,era,sub_era,start,y-key
24 BBY,24 BBY,"Granta Omega plots two assassination attempts on Palpatine and though they are averted by the Jedi, 21 Senators are killed.",The Great Peace of the Republic,0,-24,3
24 BBY,24 BBY,"The Confederacy of Independent Systems is officially formed by Count Dooku on Raxus Prime. Shortly afterwards, thousands of planets leave the Republic and align themselves with the CIS, thus beginning the Separatist Crisis.",The Great Peace of the Republic,0,-24,4
24 BBY,24 BBY,Ferus Olin resigns from the Jedi Order. He eventually ends up living on the world of Bellassa where he starts a good friendship with Roan Lands.,The Great Peace of the Republic,0,-24,5
24 BBY,24 BBY,Biggs Darklighter is born on Tatooine. (Approximate date),The Great Peace of the Republic,0,-24,6
24 BBY,24 BBY,Jan Ors is born on Alderaan.(Approximate date),The Great Peace of the Republic,0,-24,7
24 BBY,24 BBY,Start of the Virgillian Civil War.,The Great Peace of the Republic,0,-24,8
24 BBY,24 BBY,The Commerce Guild takes control of Korriban.,The Great Peace of the Republic,0,-24,9
24 BBY,24 BBY,Ister Paddie assumes Lanus Wrede's former seat in the Galactic Senate.,The Great Peace of the Republic,0,-24,10
23 BBY,23 BBY,Ludi Billane is born on Ord Thoden.,The Great Peace of the Republic,0,-23,0
23 BBY,23 BBY,Kyle Katarn is born on Sulon.,The Great Peace of the Republic,0,-23,1
23 BBY,23 BBY,Judder Page is born on Corulag.,The Great Peace of the Republic,0,-23,2
23 BBY,23 BBY,"Obi-Wan Kenobi, Anakin Skywalker, and Bultar Swan foil a plot by Groodo the Hutt to destroy the Fondor Shipyards.",The Great Peace of the Republic,0,-23,3
22.5 BBY,22.5 BBY,The Summertime War ends.,The Great Peace of the Republic,0,-22.5,0
22.5 BBY,22.5 BBY,"Ando, Sy Myrth, and Yag'Dhul secede from the Republic.",The Great Peace of the Republic,0,-22.5,1
22.5 BBY,22.5 BBY,The Battle of Antar 4 takes place.,The Great Peace of the Republic,0,-22.5,2
22.5 BBY,22.5 BBY,Corellia closes its borders in protest of the Military Creation Act.,The Great Peace of the Republic,0,-22.5,3
22.5 BBY,22.5 BBY,Senator Aks Moe is assassinated on Aargau.,The Great Peace of the Republic,0,-22.5,4
22.5 BBY,22.5 BBY,"Zorba Desilijic Tiure is tried and convicted for illegal gemstone mining and is sentenced to prison on Kip. His brother, Jiliac Desilijic Tiron, takes control of the Desilijic kajidic.",The Great Peace of the Republic,0,-22.5,5
22 BBY,22 BBY,"After receiving a message from Kenobi revealing that the CIS was marshaling a droid army, the Senate convenes in a special session where Chancellor Palpatine is granted emergency powers, allowing him to pass the Military Creation Act without approval from the Senate. Palpatine uses his newfound powers to formally create the Grand Army of the Republic.",The Great Peace of the Republic,0,-22,0
22 BBY,22 BBY,Anakin Skywalker and Padmé Amidala marry in secret on Naboo.[156],The Great Peace of the Republic,0,-22,1
22 BBY,22 BBY,The battle on Geonosis marks the official beginning of the Clone Wars.,The Great Peace of the Republic,0,-22,2
22 BBY,22 BBY,"The First Battle of Geonosis begins when Mace Windu leads a task force of Jedi to rescue Obi-Wan, Anakin and Padmé. In the ensuing clash between the Jedi and the Separatists' battle droids, many Jedi, including High Council member Coleman Trebor, are killed, and Jango Fett is killed as well. When it appears that the Jedi are going to lose the battle, Master Yoda arrives with reinforcements: the clone troopers from Kamino. With the timely arrival of the clones, the battle is won by the Republic, but Dooku escapes.",The Great Peace of the Republic,0,-22,3
22 BBY,22 BBY,"Anakin and Padmé, being accompanied by C-3PO and R2-D2, travel to Geonosis in a bid to rescue Obi-Wan, but ultimately end up being captured themselves. The three are slated to be executed in Geonosis' Pentranaki Arena.",The Great Peace of the Republic,0,-22,4
22 BBY,22 BBY,"Kenobi follows Fett from Kamino to Geonosis, where he learns that the leaders of the Trade Federation, the Commerce Guild, the Techno Union, and the InterGalactic Banking Clan, as well as Geonosian Archduke Poggle the Lesser, have pledged their droid armies to Count Dooku, and that Nute Gunray had ordered the assassination attempts on Senator Amidala as revenge for the Battle of Naboo. Shortly afterwards, he is captured by Dooku.",The Great Peace of the Republic,0,-22,5
22 BBY,22 BBY,"The Ansion Border Dispute takes place. The Commerce Guild attempts to convince Ansion to join the Confederacy of Independent Systems. However, the dispute is settled by a Jedi delegation consisting of Obi-Wan Kenobi, Anakin Skywalker, Luminara Unduli, and Barriss Offee.",The Great Peace of the Republic,0,-22,6
22 BBY,22 BBY,"Anakin returns to his homeworld of Tatooine and meets his stepfather Cliegg Lars, Cliegg's son Owen and Owen's girlfriend Beru for the first time. He also encounters his protocol droid C-3PO for the first time since he departed from Tatooine.",The Great Peace of the Republic,0,-22,7
22 BBY,22 BBY,"For her own protection, Senator Amidala is sent back to Naboo along with Anakin Skywalker. Meanwhile, Obi-Wan Kenobi begins investigating the assassination attempts, with his search eventually leading him to Kamino, where he discovers Sifo-Dyas' clone army for the first time; he subsequently comes to the conclusion that the army's prime clone, Jango Fett, carried out the assassination attempts on Senator Amidala.",The Great Peace of the Republic,0,-22,8
22 BBY,22 BBY,"Two years after it was first introduced, the Senate convenes to vote on the Military Creation Act. However, the vote on the bill is delayed after two failed assassination attempts on Senator Padmé Amidala.",The Great Peace of the Republic,0,-22,9
22 BBY,22 BBY,Roganda Ismaren is born. (Approximate date),The Great Peace of the Republic,0,-22,10
22 BBY,22 BBY,Neeyutnee is elected Queen of Naboo.,The Great Peace of the Republic,0,-22,11
22 BBY,22 BBY,"Anakin learns from Cleigg that his mother, Shmi, had been kidnapped by a band of Tusken Raiders a month previously. Anakin desperately goes looking for her and eventually finds her in a small Tusken encampment. Unfortunately, Shmi's wounds are too severe, and only moments after Anakin rescues her, she dies in her son's arms. Anakin is overcome with grief and anger and, in a blind fury, massacres the entire encampment.",The Great Peace of the Republic,0,-22,12
22 BBY,22 BBY,"Kit Fisto is elevated to the Jedi High Council, replacing Coleman Trebor.",The Great Peace of the Republic,0,-22,13
21.5 BBY,21.5 BBY,The 501st Legion is formed.,The Clone Wars,0,-21.5,0
21.5 BBY,21.5 BBY,Anakin Skywalker undergoes his knighting ceremony and becomes a full Jedi Knight.,The Clone Wars,0,-21.5,1
21.5 BBY,21.5 BBY,Onderon secedes from the Republic.,The Clone Wars,0,-21.5,2
21.5 BBY,21.5 BBY,"The Republic begins work on the Decimator, employing Wookiees to construct the machines. However, the finished vehicles are stolen by Sev'rance Tann, a Separatist general who uses them to take over Sarapin.",The Clone Wars,0,-21.5,3
21.5 BBY,21.5 BBY,"Echuu Shen-Jon, the Padawan learner of Mace Windu, is dispatched to Sarapin to end the threat of the Decimators. Eventually pursing Tann to Krant, Shen-Jon is successful in destroying the Decimator factories and killing Tann.",The Clone Wars,0,-21.5,4
21.5 BBY,21.5 BBY,The Dark Reaper Crisis occurs.,The Clone Wars,0,-21.5,5
21.5 BBY,21.5 BBY,"The Republic suffers a crushing defeat at the Battle of Hypori, with the Jedi Ki-Adi-Mundi, Shaak Ti, Aayla Secura, and K'Kruhk being the only survivors. It is during this battle that the Kaleesh cyborg General Grievous is revealed as the Supreme Commander of the Droid Armies.",The Clone Wars,0,-21.5,6
21.5 BBY,21.5 BBY,"Asajj Ventress lures Anakin Skywalker to Yavin 4, where the two engage in a grueling lightsaber duel. Skywalker seemingly emerges victorious after casting Ventress into a ravine, but she would survive.",The Clone Wars,0,-21.5,7
21.5 BBY,21.5 BBY,"The Battle of Muunilist ends with a Republic victory, as well as the capture of Banking Clan Chairman and Separatist Council member San Hill.",The Clone Wars,0,-21.5,8
21.5 BBY,21.5 BBY,Count Dooku takes on former Nightsister Asajj Ventress as his personal assassin and informal apprentice.,The Clone Wars,0,-21.5,9
21.5 BBY,21.5 BBY,"Republic forces under command of Obi-Wan Kenobi are dispatched to Muunilist to disable the InterGalactic Banking Clan's droid factories. They also encounter the Gen'Dai bounty hunter Durge, who commands the droid forces. Kenobi eventually defeats Durge in single combat.",The Clone Wars,0,-21.5,10
21 BBY,21 BBY,Lumiya is born on Coruscant. (Approximate date),The Clone Wars,0,-21,0
21 BBY,21 BBY,The Reflex Amendment is passed.,The Clone Wars,0,-21,1
21 BBY,21 BBY,Wedge Antilles is born on Corellia.,The Clone Wars,0,-21,2
21 BBY,21 BBY,Tycho Celchu is born on Alderaan.,The Clone Wars,0,-21,3
21 BBY,21 BBY,Seti Ashgad disappears.,The Clone Wars,0,-21,4
21 BBY,21 BBY,Owen Lars marries Beru Whitesun.,The Clone Wars,0,-21,5
21 BBY,21 BBY,The Battle of Christophsis is fought.,The Clone Wars,0,-21,6
21 BBY,21 BBY,Ahsoka Tano is apprenticed to Anakin Skywalker.,The Clone Wars,0,-21,7
21 BBY,21 BBY,Count Dooku conspires to turn Jabba Desilijic Tiure against the Galactic Republic by implicating the Jedi in the kidnapping of his son Rotta.,The Clone Wars,0,-21,8
21 BBY,21 BBY,"Anakin and Ahsoka rescue Rotta and bring him back to his father. It is also revealed by Senator Padmé Amidala that Jabba's uncle, Ziro Desilijic Tiure, orchestrated the plot and conspired with Dooku as a means of taking over the Hutt clans. As thanks for returning his son to him, Jabba allows the Republic safe travel through Hutt Space.",The Clone Wars,0,-21,9
21 BBY,21 BBY,"The Commission for the Protection of the Republic, or COMPOR, is formed.",The Clone Wars,0,-21,10
21 BBY,21 BBY,Ryloth is invaded and subjugated by the Techno Union.,The Clone Wars,0,-21,11
21 BBY,21 BBY,Even Piell is killed.,The Clone Wars,0,-21,12
20.5 BBY,20.5 BBY,Ryloth is liberated.,The Clone Wars,0,-20.5,0
20.5 BBY,20.5 BBY,The Council of Neutral Systems is formed by Duchess Satine Kryze of Mandalore.,The Clone Wars,0,-20.5,1
20.5 BBY,20.5 BBY,"The Death Watch, under their leader Pre Vizsla, revolt against Kryze in order to destabilize her New Mandalorian government.",The Clone Wars,0,-20.5,2
20.5 BBY,20.5 BBY,Senator Viento is assassinated.,The Clone Wars,0,-20.5,3
20.5 BBY,20.5 BBY,Sullust defects to the Confederacy of Independent Systems.,The Clone Wars,0,-20.5,4
20 BBY,20 BBY,Exile of Mith'raw'nuruodo.,The Clone Wars,0,-20,0
20 BBY,20 BBY,Orman Tagge becomes Baron of the House of Tagge.,The Clone Wars,0,-20,1
20 BBY,20 BBY,Darth Maul returns.,The Clone Wars,0,-20,2
20 BBY,20 BBY,The Shadow Collective is formed by Maul.,The Clone Wars,0,-20,3
20 BBY,20 BBY,Mandalore is taken over by the Shadow Collective.,The Clone Wars,0,-20,4
20 BBY,20 BBY,"Adi Gallia is killed by Savage Opress. Her seat on the Jedi High Council is filled by her cousin, Stass Allie.",The Clone Wars,0,-20,5
20 BBY,20 BBY,Cliegg Lars dies.,The Clone Wars,0,-20,6
20 BBY,20 BBY,Boz Pity is captured by the Republic.,The Clone Wars,0,-20,7
19.5 BBY,19.5 BBY,R2-D2 and C-3PO are entrusted to Captain Raymus Antilles. C-3PO's memory is subsequently wiped.[166],The Clone Wars,0,-19.5,0
19.5 BBY,19.5 BBY,"Darth Vader travels to Mustafar, where he wipes out the entire Separatist Council, officially ending the Clone Wars.[166]",The Clone Wars,0,-19.5,1
19.5 BBY,19.5 BBY,The Sector Governance Decree is passed.[164],The Clone Wars,0,-19.5,2
19.5 BBY,19.5 BBY,Padmé Amidala learns that she is pregnant with her and Anakin's child.[166],The Clone Wars,0,-19.5,3
19.5 BBY,19.5 BBY,"The Security Act is passed by the Galactic Senate, giving the Supreme Chancellor ultimate authority over the Jedi Order and the Republic Armed Forces.[166]",The Clone Wars,0,-19.5,4
19.5 BBY,19.5 BBY,"Palpatine appoints Anakin Skywalker as his personal representative on the Jedi High Council, making him the youngest ever member of the High Council at that point. The Council does not grant him the rank of Jedi Master, however.[166]",The Clone Wars,0,-19.5,5
19.5 BBY,19.5 BBY,Clone Intelligence learns that General Grievous and the Separatist Council are hiding out on Utapau.[166],The Clone Wars,0,-19.5,6
19.5 BBY,19.5 BBY,Grievous sends the members of the Separatist Council to Mustafar while he remains on Utapau.[166],The Clone Wars,0,-19.5,7
19.5 BBY,19.5 BBY,"The Battle of Utapau is fought, and Grievous is killed by Obi-Wan Kenobi.[166]",The Clone Wars,0,-19.5,8
19.5 BBY,19.5 BBY,"The Jedi Council learns that Chancellor Palpatine is, in fact, Darth Sidious, the Dark Lord of the Sith. Mace Windu, along with fellow Council members Kit Fisto, Agen Kolar, and Saesee Tiin, attempt to relieve Palpatine of his duties, but Palpatine resists and engages the four Jedi in a lightsaber duel, successfully slaying all of them but Windu.[166]",The Clone Wars,0,-19.5,9
19.5 BBY,19.5 BBY,"Anakin intervenes as Windu attempts to strike Palpatine down, preventing him from doing so by slicing off Windu's hand. This allows Palpatine to finish Windu off by throwing him out of his window.[166]",The Clone Wars,0,-19.5,10
19.5 BBY,19.5 BBY,"Anakin falls to the dark side of the Force and swears himself as Palpatine's Sith apprentice. Palpatine rechristens him ""Darth Vader"" and instructs him to lead an assault on the Jedi Temple.[166]",The Clone Wars,0,-19.5,11
19.5 BBY,19.5 BBY,"Palpatine issues Order 66: the clone troopers across the galaxy turn on their Jedi commanders and kill them, effectively wiping out most of the Jedi Order. This marks the start of the Great Jedi Purge.[166]",The Clone Wars,0,-19.5,12
19.5 BBY,19.5 BBY,"The Declaration of a New Order: Palpatine formally reorganizes the Republic into the Galactic Empire, with himself as Emperor.[166]",The Clone Wars,0,-19.5,13
19.5 BBY,19.5 BBY,"Baris Offee falls to the dark side of the Force and bombs the Jedi Temple. Ahsoka Tano is framed for this crime and is expelled from the Jedi Order. Offee later confesses and Tano is pardoned, but she does not return to the Order, parting on her own way.[163]",The Clone Wars,0,-19.5,14
19.5 BBY,19.5 BBY,"Obi-Wan tracks down Vader and duels him. The duel ends when Obi-Wan severs both of Vader's legs and left arm and leaves him for dead. Despite suffering horrendous burns that leaves him physically and emotionally scarred and disfigured, Vader survives, and is retrieved by Palpatine and brought back to Coruscant. Despite his survival, Vader's injuries are so severe that he is forced to wear a respirator and a full body suit to stay alive.[166]",The Clone Wars,0,-19.5,15
19.5 BBY,19.5 BBY,"Kenobi and Skywalker board the Invisible Hand and rescue the Chancellor. They also encounter Count Dooku, who is killed by Skywalker. General Grievous escapes, and becomes the de facto leader of the CIS.",The Clone Wars,0,-19.5,16
19.5 BBY,19.5 BBY,"Padmé is taken to a medical facility on Polis Massa, where she gives birth to twins, whom she names Luke and Leia. She dies shortly afterwards, having lost the will to live after Anakin's fall to the dark side.[166]",The Clone Wars,0,-19.5,17
19.5 BBY,19.5 BBY,"Both Obi-Wan and Yoda enter into exile, with Obi-Wan going to Tatooine and Yoda to Dagobah.[166]",The Clone Wars,0,-19.5,18
19.5 BBY,19.5 BBY,Beginning of the Outer Rim Sieges.,The Clone Wars,0,-19.5,19
19.5 BBY,19.5 BBY,"In order to protect them from the Empire, Luke and Leia are split up; Luke is placed in the care of Anakin's stepbrother and stepsister-in law, Owen and Beru Lars, while Senator Bail Organa and his wife, Breha, agree to raise Leia as their daughter.[166]",The Clone Wars,0,-19.5,20
19.5 BBY,19.5 BBY,"Making use of a secret hyperlane through the Deep Core, the CIS fleet launches an attack on Coruscant and captures Supreme Chancellor Palpatine. Anakin Skywalker and Obi-Wan Kenobi lead the Republic's defense of Coruscant from space and navigate to the CIS flagship to rescue the Chancellor.[165]",The Clone Wars,0,-19.5,21
19 BBY,19 BBY,The newly-formed Galactic Empire begins the process of imperializing the galaxy.[166],Imperial Period,0,-19,0
19 BBY,19 BBY,Construction begins on the first Death Star.[166],Imperial Period,0,-19,1
19 BBY,19 BBY,The Book of Sith is published.[167],Imperial Period,0,-19,2
19 BBY,19 BBY,"Mon Mothma and Bail Organa along with other senators loyal to the Galactic Republic, discuss in secret plans for a Rebellion. This eventually leads to the Galactic Civil War.[164]",Imperial Period,0,-19,3
19 BBY,19 BBY,The Cleansing of New Plympto takes place.,Imperial Period,0,-19,4
