event,era,sub-era,sub-sub-era,year-cleaned,start,end,start+deprecated,end,yearcode,year-3,year-2,year,order-code,y-key
The arrests on Christophsis occurs.[79],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,607,3
The evacuation of Paucris Major occurs.[79],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,608,4
The mission to Garel occurs.[414],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,609,5
Inquisitors attempt to kidnap Force-sensitive younglings at Takobo but are stopped by the Spectres and Ahsoka Tano.[415],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,610,6
The duel on Blizen occurs.[416],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,611,7
The skirmish on Imvur occurs.[417],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,612,8
"Mira and Ephriam Bridger stage a breakout in an Imperial prison on Lothal, freeing many prisoners, but are killed during the escape attempt.[371]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,613,9
The Empire attacks Phoenix's Squadron's hidden base on the planet Garel.[371],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,614,10
Princess Leia Organa supplies three Sphyrna-class Hammerhead corvettes to Phoenix Squadron on Lothal.[418],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,615,11
The mission on Lothal occurs.[418],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,616,12
The dogfight over Concord Dawn occurs.[419],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,617,13
The mission to the third moon of Concord Dawn occurs.[419],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,618,14
"Phoenix Squadron gains safe passage through the Concord Dawn system from the Mandalorian Protectors.[419]      Debating the employment of either diplomacy or explosives over the Protectors of Concord Dawn, the Spectres ultimately captured their leader by force for peaceful negotiations.",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,619,15
Rediscovery of Lasat homeworld of Lira San.[420],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,620,16
The heist at the Asteroid Belt Gas Refinery occurs.[421],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,621,17
A Mining Guild Asteroid Belt Gas Refinery on an unidentified planetoid is destroyed by Spectres with the help of a purgill herd.[421],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,622,18
The mission to Ryloth occurs.[422],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,623,19
Spectres with the help of Ryloth freedom fighters led by Cham Syndulla hijack an Imperial bomber carrier.[422],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,624,20
The mission to Oliu occurs.[423],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,625,21
Ambush on an Imperial construction module above Geonosis; Garazeb Orrelios and Agent Kallus form an unlikely friendship on Bahryn.[424],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,626,22
Kanan Jarrus and Ezra Bridger are ambushed by two Inquisitors on Oosalon while scouting for a rebel base.[425],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,627,23
The rescue of Ezra Bridger occurs.[426],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,628,24
"Kanan, Ezra and Ahsoka Tano head to the Lothal Jedi Temple to seek guidance on from Master Yoda to defeat Darth Vader and his servants[425]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,629,25
Attack on Phoenix Squadron; Chopper and AP-5 helped the rebellion to discover the planet Atollon.[427],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,630,26
Phoenix Squadron establishes Chopper Base on Atollon; Rex and the Spectres secure the base against krykna.[428][53],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,631,27
The rescue of Ojo occurs.[429],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,632,28
The mission to Thune City occurs.[430],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,633,29
"Mission to Malachor[50]      Tempted by knowledge that could destroy the Sith, Ezra Bridger joined forces with Maul on Malachor, though the encounter ultimately led to the loss of Ahsoka Tano at her former master's hands.",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,634,30
"Kanan Jarrus, Ezra Bridger, Ahsoka Tano, and Chopper travel to Malachor. There, they forge a temporary alliance with the former Sith Maul to fight several Inquisitors and to obtain a Sith holocron containing knowledge on how to defeat the Sith.[50]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,635,31
Ahsoka Tano and the Jedi are confronted by Darth Vader.[50][11],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,636,32
"Destruction of the Malachor Sith temple; Jarrus, Bridger and Chopper escape back from Vader and the exploding temple to Atollon;[50] Ahsoka Tano is saved from Vader by Bridger through[431] the World Between Worlds,[31] afterwhich the former Jedi parts ways with Bridger and embarks on a spiritual journey that changes the course of her life as she returns to Malachor and ventures beneath its Sith temple[52][432] to find Morai,[433] who leads her[434] down[435] into another portal of the World Between Worlds.[436]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,3 BBY,-3,-3,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,637,33
Governor of the Lothal sector Arihnda Pryce solicits the services of Grand Admiral Thrawn and his Seventh Fleet in dealing with the growing rebellion.[437],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,638,0
Rescue of Hondo Ohnaka[437],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,639,1
Mission to Reklam Station[437],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,640,2
Maul kidnaps the crew of Ghost.[438],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,641,3
A massacre near Teralov occurs.[439],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,642,4
The escape from Skystrike Academy occurs.[439],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,643,5
"Sabine Wren recruits Wedge Antilles and[439] Derek ""Hobbie"" Klivian[47] into the Rebellion.[439]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,644,6
The second mission to Ryloth occurs.[440],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,645,7
The mission to Agamar occurs.[441]      Clone and droid reconciled at their last battle. Opposing Clone Wars veterans realized their mutual fall to the machinations of the Sith.,Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,646,8
The second mission to the third moon of Concord Dawn occurs.[442],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,647,9
A skirmish over Mykapo occurs.[443],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,648,10
The blockade over Synistahg occurs.[443],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,649,11
A mission to loot an Imperial cargo ship occurs.[444],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,650,12
The infiltration of the Imperial Armory Complex occurs.[445],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,651,13
The skirmish on Dathomir occurs.[446],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,652,14
The rescue of Ketsu Onyo occurs.[447],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,653,15
The mission to investigate Geonosis occurs.[5],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,654,16
EXD-9's infiltration of Chopper Base occurs.[448],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,655,17
Sabine Wren undergoes training with the Darksaber.[60],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,656,18
The skirmish on Krownest occurs.[449],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,657,19
The rescue of Alexsandr Kallus occurs.[450],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,658,20
Operation Handoff occurs.[451],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,659,21
"Declaration of the Rebel Alliance;[166] Mon Mothma forms the Alliance to Restore the Republic above Dantooine, joining together scattered rebel cells[451] to challenge the growing tyranny of the Galactic Empire[31] in one of the most important moments of the Galactic Civil War.[52]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,660,22
The mission to recover Imperial codes occurs.[452],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,661,23
Mission to Tatooine. Maul falls to Obi-Wan Kenobi's blade and dies.[453],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,662,24
"The Battle of Atollon takes place. Thrawn attacks Chopper Base and forces the Rebels to retreat to Yavin 4.[454]      Maul accepted his death, learning of Obi-Wan Kenobi's task in nurturing a new hope for the galaxy imbalanced by the Sith.",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2 BBY,-2,-2,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,663,25
Rebel Alliance intelligence agent Captain Cassian Andor meets the Imperial security droid K-2SO.[456],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2–0 BBY,-2,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,664,26
K-2S0 leads a Rebel Alliance group to infiltrate an Imperial facility on Mustafar for intelligence vital to the survival of the Rebellion.[457],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,2–0 BBY,-2,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,665,27
The mission to Mandalore occurs.[95],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,666,0
"Sabine Wren and Ezra Bridger assault Imperial prison on Mandalore to rescue Sabine's father, Alrich Wren.[95]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,667,1
Sabine Wren passes on the Darksaber to Bo-Katan Kryze.[95],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,668,2
The mission to Jalindi occurs.[458],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,669,3
The mission to Faos Station occurs.[458],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,670,4
The raid on a suspected rebel cell occurs.[459],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,671,5
The theft of the TIE Defender Elite occurs.[459],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,672,6
"Ezra sees a Loth-wolf, the first sighting of one for over 100 years.[459]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,673,7
The hijacking of Crawler 413-24 occurs.[460],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,674,8
The attack on Lothal occurs.[461],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,675,9
Hera Syndulla attacks the Imperial blockade over Lothal with twenty-four T-65B X-wing starfighters.[461],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,676,10
The rescue of Hera Syndulla occurs.[462],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,677,11
Kanan Jarrus is killed sacrificing himself to save the rest of the Spectres.[462],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,678,12
"Ezra Bridger enters[431] the World Between Worlds[31] and saves Ahsoka Tano from Darth Vader's blade at Malachor. With the former Jedi's guidance under the eyes of Morai, he then lets go of his master as Tano did hers, resisting the temptation to prevent Kanan Jarrus' death and thus Darth Sidious and the dark side of the Force. Parting ways with Tano, Bridger returns from the mystical realm and rejoins the Spectres.[431]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,1 BBY,-1,-1,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,679,13
"The Liberation of Lothal occurs. Ezra Bridger lets go of his parents, defying Darth Sidious' ploy before sacrificing himself to free Lothal, the planet, and the people he cared about, from Imperial forces under the command of Thrawn. Together with Thrawn, Bridger is taken by a pod of purrgil away from Lothal.[463][11]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,680,0
Armitage Hux is born on Arkanis.[348],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,681,1
Farnay's mother dies.[464],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,682,2
The infiltration of Iakar occurs.[21],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,683,3
"Between 2 BBY[465] and this point, the Sixty-First Mobile Infantry has participated in the battle of Ferrok Pax,[466] the battle of Allst Prime,[467] and the battle of Mygeeto;[468] an Alliance starfighter squadron earns the name Riot Squadron at the latter battle.[3]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,684,4
"Two months before the Battle of Yavin, the Battle of the Tower is won by the Sixty-First Mobile Infantry.[469]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,685,5
"By this point, the Rebel Alliance has discovered the existence of the Death Star.[470]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,686,6
The mission to the Ring of Kafrene occurs.[367],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,687,7
The liberation of Erso occurs.[367],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,688,8
The battle on Jedha occurs.[367],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,689,9
Jedha City is destroyed by the Death Star. Saw Gerrera is killed and his Partisans' campaign to end the imperial occupation of the planet ends.[367],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,690,10
The Jedha insurgency ends.[367],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,691,11
Operation Fracture occurs.[367],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,692,12
The mission to Eadu occurs.[367],Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,693,13
"Battle of Scarif. Jyn Erso, Baze Malbus, Chirrut Îmwe, Captain Cassian Andor, and Bodhi Rook die while on a mission to steal the blueprints for a secret Imperial superweapon called the Death Star. Destruction of the Imperial Scarif Deployment, Surface Command, and Orbital Command; first major Alliance victory against the Empire. The Death Star plans are transferred to Princess Leia Organa's Tantive IV[367]      Luke Skywalker and Han Solo's bravery and selflessness were awarded by Leia Organa. The trio continued to serve the Rebellion together throughout the Galactic Civil War.",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,694,14
"Secret mission to Tatooine. The Tantive IV escapes with the vital information for Obi-Wan Kenobi on Tatooine at the earlier behest of Bail Organa,[367] yet with the CR90 corvette's malfunctioning hyperdrive, the ship's signature is leaked and allows for Darth Vader's personal[471] upgraded[472] Imperial I-class Star Destroyer[47] Devastator to trace the Alderaanian craft;[471] Above Tatooine, the Tantive IV is captured along with all its crew, including Leia Organa. However, the plans escape with R2-D2 and C-3PO planetside, the former of which was tasked by Organa to seek Obi-Wan Kenobi.[473]",Imperial Era (19–5 ABY),Galactic Civil War (4 BBY–5 ABY),,0 BBY,0,0,-4,5,3,4 BBY–5 ABY,4 BBY–5 ABY,19–5 ABY,695,15
